id_jugador;nombre_jugador;id_equipo;estado;score_temporada;score_reciente;evolucion
9971;Antony;543;Estable;5.56;5.34;-0.22
181421;A. Ezzalzouli;543;Estable;5.68;5.43;-0.24
74;S. Amrabat;543;Estable;4.88;4.97;0.09
37938;S. Becker;727;Pocos minutos;4.1;0.0;0.0
91745;Alemão;728;Estable;4.12;4.01;-0.1
930;Carlos Soler;548;Estable;4.84;5.07;0.23
737;Odriozola;548;Pocos minutos;4.91;0.0;0.0
2280;César Azpilicueta;536;Estable;4.76;4.6;-0.15
133110;T. Nianzou;536;Estable;4.46;4.46;0.0
21087;B. Mendy;536;Estable;4.63;4.89;0.26
910;A. Sánchez;536;Rendimiento Bajo;4.37;4.05;-0.32
41208;Fábio Cardoso;536;Pocos minutos;4.62;0.0;0.0
386859;Héctor Fort;797;Estable;4.41;4.59;0.18
18821;G. Diangana;797;Estable;4.3;4.4;0.1
439293;Adam Boayar;797;Pocos minutos;4.82;0.0;0.0
46860;Javi Muñoz;546;Estable;4.31;4.6;0.28
546852;Alex Sancris;546;Estable;4.13;4.18;0.05
47407;A. Nyom;546;Rendimiento Bajo;4.41;4.03;-0.39
358431;N. Mendy;728;Estable;4.42;4.22;-0.2
129718;J. Bellingham;541;Estable;5.9;6.17;0.26
2207;E. Camavinga;541;Estable;5.09;5.32;0.23
622;Aymeric Laporte;531;Estable;4.74;4.67;-0.07
551459;L. Kourouma;547;Pocos minutos;3.8;0.0;0.0
316517;A. Matturro;539;Estable;4.75;4.94;0.19
31406;U. Sadiq;532;Estable;4.09;4.2;0.11
197196;Ramón Martínez;536;Pocos minutos;3.48;0.0;0.0
284415;Yago Alonso;797;Estable;3.97;4.01;0.04
47320;Juanmi;546;Estable;4.13;4.2;0.07
31;J. Giménez;530;Estable;4.9;4.75;-0.15
1926;J. Aidoo;538;Pocos minutos;4.29;0.0;0.0
568156;S. Sanchez;531;Pocos minutos;4.42;0.0;0.0
600938;P. Agudin;718;Pocos minutos;3.7;0.0;0.0
421044;Íñigo Arguibide;727;Rendimiento Alto;4.05;4.42;0.37
560954;A. Hierro;531;Pocos minutos;3.98;0.0;0.0
745;Isco;543;Pocos minutos;5.34;0.0;0.0
625636;Jorge Montes;546;Pocos minutos;4.66;0.0;0.0
548734;C. Macia;533;Pocos minutos;4.05;0.0;0.0
490779;Valde;541;Pocos minutos;4.92;0.0;0.0
127;M. ter Stegen;547;Pocos minutos;4.06;0.0;0.0
579287;K. Tunde;539;Estable;4.32;4.28;-0.04
30690;N. Fonseca;718;Pocos minutos;4.08;0.0;0.0
579838;A. Mestanza;546;Pocos minutos;4.47;0.0;0.0
195512;M. Satriano;546;Pocos minutos;4.86;0.0;0.0
334878;U. Raghouber;539;Pocos minutos;4.58;0.0;0.0
855;João Cancelo;529;Pocos minutos;4.4;0.0;0.0
180927;Z. Romero;546;Pocos minutos;4.98;0.0;0.0
6490;L. Vázquez;546;Pocos minutos;5.36;0.0;0.0
414385;C. Echeverri;547;Pocos minutos;4.27;0.0;0.0
